item_id	movie_title_item	movie_title_emb
1524	Kaspar Hauser	
1525	Object of My Affection, The	
1526	Witness	Witness for the Prosecution (1957)
1527	Senseless	Senseless (1998)
1528	Nowhere	Camp Nowhere (1994)
1529	Underground	
1530	Jefferson in Paris	Jefferson in Paris (1995)
1531	Far From Home: The Adventures of Yellow Dog	
1532	Foreign Student	
1533	I Don't Want to Talk About It (De eso no se habla)	
1534	Twin Town	
1535	Enfer, L'	
1536	Aiqing wansui	
1537	Cosi	
1538	All Over Me	
1539	Being Human	
1540	Amazing Panda Adventure, The	
1541	Beans of Egypt, Maine, The	
1542	Scarlet Letter, The	
1543	Johns	Jeremiah Johnson (1972)
1544	It Takes Two	
1545	Frankie Starlight	
1546	Shadows (Cienie)	
1547	Show, The	
1548	The Courtyard	
1549	Dream Man	
1550	Destiny Turns on the Radio	Destiny Turns on the Radio (1995)
1551	Glass Shield, The	
1552	Hunted, The	
1553	Underneath, The	
1554	Safe Passage	
1555	Secret Adventures of Tom Thumb, The	
1556	Condition Red	
1557	Yankee Zulu	
1558	Aparajito	
1559	Hostile Intentions	
1560	Clean Slate (Coup de Torchon)	
1561	Tigrero: A Film That Was Never Made	
1562	Eye of Vichy, The (Oeil de Vichy, L')	
1563	Promise, The (Versprechen, Das)	
1564	To Cross the Rubicon	
1565	Daens	
1566	Man from Down Under, The	
1567	Careful	
1568	Vermont Is For Lovers	
1569	Vie est belle, La (Life is Rosey)	
1570	Quartier Mozart	
1571	Touki Bouki (Journey of the Hyena)	
1572	Wend Kuuni (God's Gift)	
1573	Spirits of the Dead (Tre passi nel delirio)	
1574	Pharaoh's Army	
1575	I, Worst of All (Yo, la peor de todas)	
1576	Hungarian Fairy Tale, A	
1577	Death in the Garden (Mort en ce jardin, La)	
1578	Collectionneuse, La	
1579	Baton Rouge	
1580	Liebelei	
1581	Woman in Question, The	
1582	T-Men	
1583	Invitation, The (Zaproszenie)	
1584	Symphonie pastorale, La	
1585	American Dream	American Dreamz (2006)
1586	Lashou shentan	
1587	Terror in a Texas Town	
1588	Salut cousin!	
1589	Schizopolis	Schizopolis (1996)
1590	To Have, or Not	
1591	Duoluo tianshi	
1592	Magic Hour, The	
1593	Death in Brunswick	
1594	Everest	
1595	Shopping	Late Night Shopping (2001)
1596	Nemesis 2: Nebula	
1597	Romper Stomper	Romper Stomper (1992)
1598	City of Industry	
1599	Someone Else's America	
1600	Guantanamera	
1601	Office Killer	
1602	Price Above Rubies, A	
1603	Angela	Angela's Ashes (1999)
1604	He Walked by Night	
1605	Love Serenade	Love Serenade (1996)
1606	Deceiver	Deceiver (1997)
1607	Hurricane Streets	Hurricane Streets (1997)
1608	Buddy	Buddy Boy (1999)
1609	B*A*P*S	
1610	Truth or Consequences, N.M.	
1611	Intimate Relations	
1612	Leading Man, The	
1613	Tokyo Fist	
1614	Reluctant Debutante, The	
1615	Warriors of Virtue	
1616	Desert Winds	
1617	Hugo Pool	
1618	King of New York	King of New York (1990)
1619	All Things Fair	
1620	Sixth Man, The	
1621	Butterfly Kiss	
1622	Paris, France	
1623	Cérémonie, La	
1624	Hush	Hush... Hush, Sweet Charlotte (1964)
1625	Nightwatch	
1626	Nobody Loves Me (Keiner liebt mich)	
1627	Wife, The	
1628	Lamerica	Lamerica (1994)
1629	Nico Icon	
1630	Silence of the Palace, The (Saimt el Qusur)	
1631	Slingshot, The	
1632	Land and Freedom (Tierra y libertad)	
1633	Á köldum klaka (Cold Fever)	
1634	Etz Hadomim Tafus (Under the Domin Tree)	
1635	Two Friends	
1636	Brothers in Trouble	
1637	Girls Town	
1638	Normal Life	Normal Life (1996)
1639	Bitter Sugar (Azucar Amargo)	
1640	Eighth Day, The	
1641	Dadetown	
1642	Some Mother's Son	Some Mother's Son (1996)
1643	Angel Baby	Angel Baby (1995)
1644	Sudden Manhattan	
1645	Butcher Boy, The	
1646	Men With Guns	
1647	Hana-bi	
1648	Niagara, Niagara	
1649	Big One, The	
1650	Butcher Boy, The	
1651	Spanish Prisoner, The	
1652	Temptress Moon (Feng Yue)	
1653	Entertaining Angels: The Dorothy Day Story	
1654	Chairman of the Board	Chairman of the Board (1998)
1655	Favor, The	
1656	Little City	
1657	Target	Hard Target (1993)
1658	Substance of Fire, The	
1659	Getting Away With Murder	
1660	Small Faces	
1661	New Age, The	
1662	Rough Magic	Rough Magic (1995)
1663	Nothing Personal	
1664	8 Heads in a Duffel Bag	8 Heads in a Duffel Bag (1997)
1665	Brother's Kiss, A	
1666	Ripe	
1667	Next Step, The	
1668	Wedding Bell Blues	
1669	MURDER and murder	
1670	Tainted	
1671	Further Gesture, A	
1672	Kika	Kika (1993)
1673	Mirage	
1674	Mamma Roma	
1675	Sunchaser, The	
1676	War at Home, The	
1677	Sweet Nothing	
1678	Mat' i syn	
1679	B. Monkey	B. Monkey (1998)
1680	Sliding Doors	Sliding Doors (1998)
1681	You So Crazy	
1682	Scream of Stone (Schrei aus Stein)	
